FIYAT,IL,ILCE,MAHALLE,ILAN_NO,ARSA_TIPI,METREKARE,KREDIYE_UYGUNLUK,TAPU_DURUMU,TAKAS,KAT_KARSILIGI,ILGILI_BELEDIYE,METREKARE_BIRIM_FIYAT,ADA,PARSEL,KIRA_GETIRISI
215000,TEKIRDAG,KAPAKLI,ATATURK,115689-227,I_K,220,UYGUN,1.0,1.0,1.0,KAPAKLI,,962.0,4.0,
520000,BALIKESIR,EDREMIT,GURE,114827-44,I_K,414,UYGUN,0.0,0.0,0.0,GURE,1082.0,,,
6500000,IZMIR,URLA,GUVENDIK,97586-25,I_K,3575,UYGUN,0.0,0.0,0.0,,,,,
195000,IZMIR,DIKILI,BADEMLI,9360-492,I_K,308,UYGUN,0.0,0.0,0.0,DIKILI,50.0,,,
45000,CANAKKALE,CAN,KARAKOCA,65028-3321,I_K,312,UYGUN,1.0,1.0,1.0,CAN,,0.0,1752.0,1000.0
285000,ANTALYA,GAZIPASA,KORU,28320-3272,I_K,650,UYGUN,0.0,0.0,0.0,GAZIPASA BELEDIYESI,,236.0,21.0,
285000,ANKARA,MAMAK,KUSUNLAR,45177-1597,TARLA,1780,,,,,,,,,
750000,CANAKKALE,GOKCEADA,KUZULIMANI,119490-38,K_T,1419,UYGUN,0.0,0.0,0.0,,,327.0,12.0,
163000,KAYSERI,MELIKGAZI,GESI,115925-126,BAHCE,1280,,,,,,,,,
2300000,MANISA,SARIGOL,SELIMIYE,13081-903,TARLA,50000,BILINMIYOR,1.0,1.0,1.0,SARIGOL,,,,
370000,BALIKESIR,EDREMIT,ALTINKUM,84104-1396,I_K,530,UYGUN,,,,,,,,
900000,MERSIN(ICEL),TOROSLAR,DALAKDERE,109376-1063,BAHCE,15000,UYGUN,0.0,0.0,0.0,TOROSLAR DALAKDERE,,,,
1570000,BURSA,MUDANYA,ISIKLI,109255-9,ZEYTINLIK,11370,,,,,,,,,
55000,KIRKLARELI,BABAESKI,SOFUHALIL,108011-15,BAG,1030,,,,,,,,,
285000,BALIKESIR,GONEN,MURATLAR,95961-369,TARLA,17000,,,,,,,,,
92000,CANAKKALE,BAYRAMIC,CAMIKEBIR,117979-17,BAG,5700,,,,,,,,,
325000,ANKARA,ALTINDAG,HACI BAYRAM,52444-387,I_K,248,UYGUN,0.0,0.0,0.0,ALTINDAG,,,,500.0
275000,ISTANBUL,CATALCA,CIFTLIKKOY,93751-536,TARLA,1287,UYGUN DEGIL,1.0,1.0,1.0,CATALCA,,,,
500000,MUGLA,MENTESE,GULAGZI,92216-732,I_K,650,UYGUN,0.0,0.0,0.0,MENTESE,,154.0,144.0,
420000,ANTALYA,KORKUTELI,NEBILER,31842-227,M_A,84,,,,,,,,,
300000,BALIKESIR,EDREMIT,MEHMETALAN,93825-5231,BAHCE,6000,UYGUN DEGIL,1.0,1.0,1.0,EDREMIT,,1.0,1.0,
2500000,MUGLA,YATAGAN,KAFACAKAPLANCIK,92216-746,I_T,8200,UYGUN,0.0,0.0,0.0,YATAGAN,,0.0,1737.0,
249000,KONYA,SELCUKLU,CALTI,86980-597,BAHCE,1000,,,,,,,,,
890000,KAYSERI,HACILAR,BEGENDIK,64213-183,BAG,3730,BILINMIYOR,0.0,0.0,0.0,HACILAR,,,,
2100000,IZMIR,CIGLI,INONU,87808-696,I_K,1000,UYGUN,0.0,0.0,0.0,CIGLI,,11.0,11.0,
2650000,IZMIR,BERGAMA,ARMAGANLAR,116952-21,ZEYTINLIK,103000,,,,,,,,,
500000,BALIKESIR,ERDEK,CELTIKCI,7565-970,BAHCE,748,UYGUN,1.0,1.0,1.0,ERDEK,,208.0,1.0,
250000,BALIKESIR,GOMEC,KARAAGAC,25768-1862,I_K,220,,,,,GOMEC,,0.0,0.0,
295000,ANKARA,ETIMESGUT,TURKUAZ,44819-1598,I_K,754,UYGUN DEGIL,0.0,0.0,0.0,,,61093.0,20.0,
125000,IZMIR,KEMALPASA,75 YIL CUMHURIYET,43309-1951,BAHCE,740,UYGUN,1.0,1.0,1.0,KEMALPASA BELEDIYESI,148.0,,,300.0
195000,ANTALYA,GAZIPASA,BAKILAR,28320-3278,I_K,1146,UYGUN,0.0,0.0,0.0,GAZIPASA BELEDIYESI,,231.0,47.0,
3500000,DENIZLI,PAMUKKALE,BAGBASI,119283-48,I_K,885,UYGUN,0.0,0.0,0.0,PAMUKKALE,,0.0,0.0,1.0
700000,MERSIN(ICEL),SILIFKE,ULUGOZ,90205-16,K_T,2034,UYGUN,0.0,0.0,0.0,SILIFKE,345.0,0.0,0.0,
255000,BALIKESIR,EDREMIT,ZEYTINLI,84104-1355,ZEYTINLIK,1150,,,,,,,,,
2500000,IZMIR,KARSIYAKA,GONCALAR,9515-2927,TARLA,7530,UYGUN,0.0,0.0,0.0,BALIKESIR ALTIEYLUL,332000.0,117.0,82.0,
35000000,ISTANBUL,USKUDAR,SALACAK,2118-10182,I_K,536,UYGUN,0.0,0.0,0.0,USKUDAR,65000.0,,,
365000,AMASYA,SULUOVA,YOLPINAR,108961-192,I_S,13923,UYGUN,,,,SULUOVA,26.0,,,
55000,BURSA,YENISEHIR,TERZILER,114245-33,TARLA,5578,BILINMIYOR,0.0,0.0,0.0,,,,,
550000,IZMIR,KEMALPASA,CINILIKOY,59600-799,I_K,500,UYGUN,,,,KEMALPASA,900.0,,,
260000,KOCAELI,KARTEPE,ATAEVLER,95523-320,I_K,260,UYGUN,0.0,0.0,0.0,KARTEPE,,,,
589000,ANTALYA,ALANYA,AVSALLAR,10844-77,I_K,400,UYGUN,0.0,0.0,0.0,ALANYA,,227.0,7.0,
280000,KOCAELI,KANDIRA,DURACALI,103851-44,TARLA,3460,BILINMIYOR,1.0,1.0,1.0,KANDIRA,,101.0,39.0,
6000000,BALIKESIR,BURHANIYE,PELITKOY,25768-1756,ZEYTINLIK,12000,UYGUN,,,,BURHANIYE,,0.0,0.0,
700000,ADIYAMAN,MERKEZ,YUNUS EMRE,88676-392,I_K,1000,UYGUN,0.0,0.0,0.0,ADIYAMAN,,3577.0,5.0,
1800000,MERSIN(ICEL),SILIFKE,ATAKENT,85559-2236,TARLA,4750,UYGUN,0.0,0.0,0.0,SILIFKE,,12.0,12.0,18.0
800000,IZMIR,MENEMEN,YAYLA,60356-675,TARLA,7600,UYGUN,0.0,0.0,0.0,,,,,
100000,KOCAELI,GOLCUK,ULASLI YAVUZ SULTAN SELIM,80958-1346,BAHCE,263,UYGUN,0.0,0.0,0.0,GOLCUK,,,,
1450000,MUGLA,ORTACA,DALYAN,14899-1100,I_K,751,UYGUN,0.0,0.0,0.0,ORTACA,1555.0,,,
1200000,BALIKESIR,AYVALIK,KUCUKKOY,118129-30,BAG,4013,UYGUN,0.0,0.0,0.0,AYVALIK,,,,
65000,CANAKKALE,BIGA,BOZLAR,65028-3203,I_K,207,UYGUN,1.0,1.0,1.0,BIGA,,0.0,1140.0,1000.0
245000,BALIKESIR,AYVALIK,KUCUKKOY,81975-1137,S_A,300,UYGUN,0.0,0.0,0.0,AYVALIK BELEDIYESI,,,,
1700000,MERSIN(ICEL),SILIFKE,BURUNUCU,90205-584,TARLA,3500,UYGUN,,,,SILIFKE,485.0,,,
2100000,MERSIN(ICEL),TOROSLAR,ISIKTEPE,21929-2267,BAHCE,4960,UYGUN,1.0,1.0,1.0,TOROSLAR,,,,
1285000,ANKARA,GOLBASI,KIZILCASAR,69702-575,I_K,3000,UYGUN,0.0,0.0,0.0,,,,,
1000000,AMASYA,MERZIFON,CAVUNDUR,99321-341,TARLA,20017,UYGUN,0.0,0.0,0.0,MERZIFON,,128.0,4.0,
170000,KIRKLARELI,PINARHISAR,SUTLUCE,98955-443,TARLA,6394,UYGUN,0.0,0.0,0.0,PINARHISAR,32.0,,5238.0,
249999,BALIKESIR,AYVALIK,KUCUKKOY,6623-1267,I_K,353,,1.0,1.0,1.0,AYVALIK,630.0,359.0,12.0,1000.0
579000,IZMIR,BUCA,KIRIKLAR,85846-1372,BAHCE,7740,,1.0,1.0,1.0,,,,,
365000,ANTALYA,KUMLUCA,ERENTEPE,113725-157,TARLA,2500,,,,,,,,,
1695000,IZMIR,URLA,GUVENDIK,17023-2352,I_K,2500,,0.0,0.0,0.0,URLA,,,,
335000,BALIKESIR,BURHANIYE,PELITKOY,6579-2123,BAHCE,3200,UYGUN,0.0,0.0,0.0,BURHANIYE,100.0,,,8000.0
130000,BURSA,MUDANYA,YORUKYENICESI,90198-79,TARLA,2070,UYGUN,0.0,0.0,0.0,,62.0,102.0,26.0,
2750000,BALIKESIR,ALTIEYLUL,DISBUDAK,54230-818,CIFTLIK,126500,UYGUN,1.0,1.0,1.0,6 EYLUL,21500.0,,,
2985000,ANKARA,GOLBASI,OGULBEY,39085-4115,TARLA,37900,,1.0,1.0,1.0,GOLBASI,80.0,125610.0,4.0,
2500000,IZMIR,TIRE,4 EYLUL,85846-1056,CIFTLIK,10200,,,,,TIRE,,,,
2500000,KOCAELI,KARAMURSEL,CAMDIBI,56374-988,CIFTLIK,50000,UYGUN,0.0,0.0,0.0,KARAMURSEL,,,,
130000,BILECIK,OSMANELI,ERICEK,119340-33,BAHCE,1835,BILINMIYOR,1.0,1.0,1.0,OSMANELI,,102.0,226.0,
255000,MANISA,AKHISAR,SEYIT AHMET,112315-17,BAHCE,1880,UYGUN,1.0,1.0,1.0,AKHISAR,115.0,31.0,98.0,
250000,ANTALYA,KUMLUCA,ERENTEPE,113725-158,TARLA,5000,,,,,,,,,
4500000,KARAMAN,MERKEZ,AGILONU,81601-1028,BAHCE,110483,UYGUN,1.0,1.0,1.0,KARAMAN,46.0,,,
3000000,BURSA,KARACABEY,MECIDIYE,6324-515,I_S,8900,UYGUN,0.0,0.0,0.0,KARACABEY,,,,
700000,KOCAELI,IZMIT,YENIDOGAN,691843-722,I_K,300,UYGUN,0.0,0.0,0.0,YENIDOGAN,2333.0,806.0,6.0,
55000,ANKARA,GOLBASI,HACILAR,65959-475,I_K,285,UYGUN DEGIL,0.0,0.0,0.0,GOLBASI,193.0,617.0,,
780000,ANTALYA,KEPEZ,SELALE,65609-1854,K_T,630,UYGUN,0.0,0.0,0.0,KEPEZ,,,,
2200000,CANAKKALE,AYVACIK,KOSEDERE,65273-1440,TARLA,17700,,,,,,,,,
1100000,ISTANBUL,CATALCA,ORCUNLU,53815-1657,TARLA,5100,,0.0,0.0,0.0,CATALCA,,,,
62500,CANAKKALE,GELIBOLU,BAYRAMIC,97378-191,TARLA,2500,,0.0,0.0,0.0,EVRESE/GELIBOLU,25.0,,530.0,
350000,ANKARA,KAHRAMANKAZAN,ICOREN,79850-21,M_A,4160,,,,,,,,,
600000,CANAKKALE,AYVACIK,GULPINAR,22988-992,BAHCE,2240,BILINMIYOR,0.0,0.0,0.0,,,,,
2750000,ANTALYA,KEPEZ,YENI EMEK,58719-126,I_T,1000,,0.0,0.0,0.0,KEPEZ,,11111111.0,1111111.0,
412000,BALIKESIR,BURHANIYE,PELITKOY,6579-2124,ZEYTINLIK,3500,UYGUN,0.0,0.0,0.0,BURHANIYE,120.0,,,
1050000,ANTALYA,ALANYA,TEPE,88768-275,I_K,1092,UYGUN,0.0,0.0,0.0,,,,,
1212000,ELAZIG,MERKEZ,YAZIKONAK (SANAYI),73302-119,K_T,3030,UYGUN,0.0,0.0,0.0,YAZIKONAK,400.0,200.0,67.0,
1695000,IZMIR,URLA,GUVENDIK,17023-1137,I_K,2500,UYGUN,0.0,0.0,0.0,URLA,,,,
5500000,IZMIR,SEFERIHISAR,TURABIYE,42207-1379,I_K,4261,,1.0,1.0,1.0,SEFERIHISAR,,968.0,22.0,
33000,ANKARA,PURSAKLAR,ALTINOVA,66740-979,TARLA,500,UYGUN,0.0,0.0,0.0,,,,,
450000,NIGDE,MERKEZ,FERTEK,105314-583,I_K,942,UYGUN,0.0,0.0,0.0,,,490.0,3.0,
1000000,AKSARAY,MERKEZ,ZAFER,112905-150,I_K,1017,UYGUN,0.0,0.0,0.0,AKSARAY,983.0,0.0,0.0,
350000,KARAMAN,MERKEZ,GOCER,95071-195,BAHCE,19936,,1.0,1.0,1.0,KARAMAN,17.0,176.0,328.0,
350000,IZMIR,DIKILI,CANDARLI,84782-19,I_K,300,,,,,,,,,
75000,ANKARA,GOLBASI,YAVRUCUK,14976-2734,BAHCE,500,UYGUN,,,,GOLBASI,,,,
1500000,IZMIR,URLA,ISKELE,18948-219,I_K,5579,BILINMIYOR,1.0,1.0,1.0,URLA,,,,
365000,KOCAELI,KANDIRA,BEYCE,103851-43,TARLA,7312,BILINMIYOR,1.0,1.0,1.0,KANDIRA,,132.0,3.0,
79000,CANAKKALE,GELIBOLU,ADILHAN,119540-1,I_K,250,UYGUN,1.0,1.0,1.0,GELIBOLU,,,,
1100000,ADIYAMAN,MERKEZ,GUZELYURT,117015-75,BAG,8400,UYGUN DEGIL,1.0,1.0,1.0,,,,,
3500000,YALOVA,CINARCIK,SENKOY (SENKOY),83243-48,BAHCE,10586,,,,,,,,,
205000,TEKIRDAG,SULEYMANPASA,BARBAROS,101587-239,I_K,302,,,,,SULEYMANPASA,678.0,,7702.0,
350000,CANAKKALE,AYVACIK,NALDOKEN,42146-401,I_K,50000,UYGUN DEGIL,1.0,1.0,1.0,CANAKKALE,,,,
1150000,MUGLA,ORTACA,DALYAN,5877-821,I_K,725,UYGUN,0.0,0.0,0.0,ORTACA,,,,
3250000,ISTANBUL,CATALCA,INCEGIZ,115689-226,TARLA,14500,UYGUN,0.0,0.0,0.0,CATALCA,,0.0,762.0,
1350000,MUGLA,BODRUM,TURGUTREIS,76796-1328,I_K,6375,,,,,BODRUM,,,,
195000,KONYA,SELCUKLU,KILINCARSLAN,56321-238,BAHCE,1700,UYGUN DEGIL,,,,SELCUKLU,,,,
150000,TEKIRDAG,MARMARAEREGLISI,DEREAGZI,119571-6,I_K,220,UYGUN,1.0,1.0,1.0,,,,,
550000,MUGLA,MENTESE,KAFACA,90912-1068,I_T,2548,,,,,,,,,
92000,TEKIRDAG,HAYRABOLU,CERKEZMUSELLIM,52990-465,I_K,670,,,,,,,,,
850000,MERSIN(ICEL),TOROSLAR,KAYRAKKESLI,6091-1250,BAHCE,13300,UYGUN,1.0,1.0,1.0,TOROSLAR,65.0,,35.0,
5400000,ANTALYA,MURATPASA,GUZELOBA,23995-2812,M_A,3000,,,,,,,,,
620000,TEKIRDAG,ERGENE,MARMARACIK,108212-119,I_K,718,UYGUN,,,,ERGENE,950.0,304.0,6.0,
57000,ANKARA,PURSAKLAR,ALTINOVA,66740-985,TARLA,750,UYGUN,0.0,0.0,0.0,,,,,
260000,TRABZON,ORTAHISAR,UGURLU,88847-361,BAHCE,1000,UYGUN,1.0,1.0,1.0,ORTAHISAR BELEDIYESI,,2559.0,13.0,
2700000,ANKARA,KAHRAMANKAZAN,SARAY,73012-4793,I_S,11900,,,,,,,,,
8050000,ISTANBUL,BEYLIKDUZU,DEREAGZI,101956-1092,I_K,2420,UYGUN,,,,,,,,
900000,ADIYAMAN,BESNI,DOGANKAYA,98526-3448,BAHCE,1500,UYGUN,1.0,1.0,1.0,,1500.0,204.0,3.0,
190000,KIRKLARELI,LULEBURGAZ,DURAK,105700-98,I_K,760,UYGUN,0.0,0.0,0.0,LULEBURGAZ,250.0,115.0,113.0,
525000,ANKARA,GOLBASI,BALLIKPINAR,47569-471,I_K,1543,UYGUN,0.0,0.0,0.0,GOLBASI,298.0,180.0,5.0,
180000,ISTANBUL,CATALCA,KARACAKOY MERKEZ,119074-50,BAHCE,486,UYGUN,0.0,0.0,0.0,,,,1582.0,
925000,ISTANBUL,CATALCA,ATATURK,4953-281,TARLA,5568,,,,,,,,,
575000,ANKARA,GOLBASI,BALLIKPINAR,47569-483,I_K,1500,UYGUN,0.0,0.0,0.0,GOLBASI,384.0,112877.0,8.0,
45000,ANKARA,GOLBASI,IKIZCE,6171-5759,BAHCE,500,,,,,,,,,
285000,IZMIR,TIRE,ESKIOBA,14956-1984,TARLA,8050,,0.0,0.0,0.0,TIRE,400.0,,1549.0,1000.0
650000,SAMSUN,ILKADIM,KADAMUT,86121-3705,TARLA,1250,UYGUN,,,,ILKADIM,,,,
255000,ANTALYA,KEPEZ,ODABASI,118389-10,I_K,260,UYGUN DEGIL,0.0,0.0,0.0,,,,,
160000,SINOP,MERKEZ,BOSTANCILI,65073-871,I_K,290,UYGUN,0.0,0.0,0.0,SINOP,,118.0,7.0,
845000,DENIZLI,MERKEZEFENDI,SIRAKAPILAR,15359-11738,K_T,375,BILINMIYOR,0.0,0.0,0.0,,,,,
240000,ADANA,SEYHAN,AKKAPI,77451-1304,I_K,400,UYGUN,0.0,0.0,0.0,SEYHAN,,,,
68000,ISTANBUL,SILIVRI,BALABAN,89908-6369,I_K,254,UYGUN DEGIL,1.0,1.0,1.0,,,,,
260000,ANTALYA,DOSEMEALTI,YENIKOY,68166-331,I_K,468,UYGUN,1.0,1.0,1.0,DOSEMEALTI,,760.0,6.0,
350000,DENIZLI,CAMELI,AKPINAR,113377-104,TARLA,1983,,,,,CAMELI,,,,
920000,KOCAELI,DILOVASI,TEPECIK,46860-16290,I_K,5700,UYGUN,0.0,0.0,0.0,DILOVASI,161.0,1.0,1.0,
475000,IZMIR,KARABURUN,MORDOGAN,46471-198,I_K,261,BILINMIYOR,0.0,0.0,0.0,,,,,
97000,ANKARA,SINCAN,YENICIMSIT,4384-6610,TARLA,1043,UYGUN DEGIL,1.0,1.0,1.0,SINCAN,,108.0,42.0,
465000,ANKARA,GOLBASI,INCEK,113838-236,K_T,360,UYGUN,0.0,0.0,0.0,GOLBASI,1.0,1.0,1.0,4000.0
1600000,MUGLA,BODRUM,ISLAMHANELERI,9293-2296,BAHCE,3400,,0.0,0.0,0.0,BODRUM,,,,
6500000,TEKIRDAG,MARMARAEREGLISI,KAMARADERE,119571-5,I_K,11600,UYGUN,0.0,0.0,0.0,,,,,
1400000,AYDIN,EFELER,ATA,112696-100,OKUL,800,UYGUN,1.0,1.0,1.0,EFELER,1688.0,,,
260000,KOCAELI,KARAMURSEL,KARAAHMETLI,113162-108,TARLA,1674,UYGUN,,,,KARAMURSEL BELEDIYE,155.0,148.0,149.0,
230000,TEKIRDAG,SULEYMANPASA,BARBAROS,105546-63,I_K,462,UYGUN,1.0,1.0,1.0,,,,8622.0,
4500000,IZMIR,CESME,OVACIK,119509-8,TARLA,13921,UYGUN,,,,CESME,,149.0,7.0,
600000,BURDUR,TEFENNI,ZAFER,118442-154,TARLA,7680,UYGUN,0.0,0.0,0.0,,,,,
4200000,ISTANBUL,BEYLIKDUZU,KAVAKLI,6946-1137,I_T,601,,0.0,0.0,0.0,BEYLIKDUZU,,,,
200000,KIRKLARELI,BABAESKI,KURTULUS,50251-171,I_K,384,UYGUN,0.0,0.0,0.0,BABAESKI,,,,
1050000,BALIKESIR,EDREMIT,CAMLIBEL,691845-173,I_K,1213,,,,,,,,,
884000,GAZIANTEP,SAHINBEY,SARISALKIM,52339-997,BAG,5200,BILINMIYOR,0.0,0.0,0.0,SAHINBEY,170.0,107.0,25.0,
298000,VAN,EDREMIT,EMINPASA,119482-10,I_K,1352,UYGUN,0.0,0.0,0.0,EDREMIT,,,,
170000,KIRKLARELI,LULEBURGAZ,DUGUNCUBASI,108011-16,I_K,2050,,,,,,,,,
55000,ADANA,POZANTI,YENIKONACIK,79298-560,M_A,365,UYGUN,0.0,0.0,0.0,POZANTI,,,,
430000,MALATYA,BATTALGAZI,YARIMCAHAN,91181-3945,BAHCE,10130,UYGUN,0.0,0.0,0.0,,,,,
725000,ANKARA,ETIMESGUT,SEYH SAMIL,100519-270,I_K,2430,UYGUN,0.0,0.0,0.0,YENI MAHALLE,300.0,62110.0,,
62000,ISTANBUL,SILIVRI,BALABAN,89908-6370,I_K,302,UYGUN DEGIL,1.0,1.0,1.0,,,,,
7500000,IZMIR,CESME,ILDIR,6743-3613,BAHCE,100000,UYGUN,1.0,1.0,1.0,,,,,
50000,KIRKLARELI,MERKEZ,DOKUZHUYUK,116705-83,TARLA,750,UYGUN,0.0,0.0,0.0,,,,1747.0,
56000,ADANA,POZANTI,YENIKONACIK,79298-900,I_K,400,UYGUN,0.0,0.0,0.0,,,,,
485000,BALIKESIR,AYVALIK,KUCUKKOY,41836-1307,I_K,604,UYGUN,0.0,0.0,0.0,BALIKESIR,800.0,,,
215000,ADANA,SEYHAN,MIDIK,77451-1307,I_K,360,UYGUN,0.0,0.0,0.0,SEYHAN,,,,
65000,IZMIR,BORNOVA,YAKAKOY,74075-343,BAHCE,400,,,,,,,,,
650000,MUGLA,MILAS,BOGAZICI,114369-27,I_K,500,,,,,,,,,
90000,KONYA,SELCUKLU,KUCUKMUHSINE,69317-298,BAHCE,1000,UYGUN DEGIL,0.0,0.0,0.0,SELCUKLU,,,,
2700000,ANTALYA,ELMALI,CAYBASI,118921-32,TARLA,27000,UYGUN,,,,,,,,200000.0
2000,MUGLA,BODRUM,KIZILAGAC,3463-2081,BAG,6500,,,,,,,,,
720000,KOCAELI,DILOVASI,TEPECIK,46860-16269,TARLA,4200,UYGUN,0.0,0.0,0.0,DILOVASI,171.0,1.0,1.0,
700000,KOCAELI,KARAMURSEL,FULACIK,113162-101,BAHCE,4985,UYGUN,,,,KARAMURSEL BELEDIYE,140.0,115.0,4.0,
