FIYAT,IL,ILCE,MAHALLE,ILAN_NO,ARSA_TIPI,METREKARE,KREDIYE_UYGUNLUK,TAPU_DURUMU,TAKAS,KAT_KARSILIGI,ILGILI_BELEDIYE,METREKARE_BIRIM_FIYATI,ADA,PARSEL,KIRA_GETIRISI
150000,Canakkale,BayramIC,AhmetCelI,1421-471,Tarla,2000,,,,Hayır,,,,,
850000,MersIn(ICel),SIlIfke,Atakent,37796-967,TurIstIk Arsa,960,Uygun,MUstakIl Parsel,Hayır,Hayır,SIlIfke,,,,
425000,Isparta,Merkez,FatIh,65907-1465,Imarlı - Konut,294,Uygun,,,Hayır,,,5283,12,
2350000,MuGla,Ortaca,Dalyan,34925-4299,Imarlı - Konut,1490,Uygun,MUstakIl Parsel,Hayır,Hayır,ORTACA,,,,
130000,Burdur,AGlasun,YeSIlbaSkOy,112157-204,Tarla,7157,Uygun,HIsselI Tapu,Hayır,Hayır,AGLASUN,38,242,38,
150000,BalıkesIr,Susurluk,SOve,692606-560,Tarla,17250,Uygun,MUstakIl Parsel,Hayır,Hayır,BALIKESIR,,0,870,
998000,Canakkale,Ayvacık,KoyunevI,110671-128,Tarla,8500,Uygun,MUstakIl Parsel,Hayır,Evet,,,,,
400000,KocaelI,Kartepe,MaSukIye,55128-92,Imarlı - Konut,515,,,,Hayır,,,,,
188000,Ankara,Polatlı,Kargalı,33553-5320,Tarla,18622,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,POLATLI,10,,,
1400000,MersIn(ICel),MezItlI,TepekOy,13159-698,Tarla,36431,Uygun,MUstakIl Parsel,Hayır,Hayır,MEZITLI,,,,
365000,TekIrdaG,SUleymanpaSa,Barbaros,94106-127,Imarlı - Konut,2479,Uygun,MUstakIl Parsel,Hayır,Hayır,SULEYMANPASA,,,,
545000,Bursa,NIlUfer,Kayapa,87098-163,Imarlı - Konut,486,Uygun,MUstakIl Parsel,Hayır,Hayır,NILUFER,,6404,5,
1350000,Canakkale,Ayvacık,Balabanlı,104112-81,ZeytInlIk,21415,Uygun,MUstakIl Parsel,Hayır,Hayır,,,,,
525000,Antalya,GazIpaSa,YenIgUney,114402-49,Tarla,37113,,MUstakIl Parsel,Hayır,Hayır,GazIpasa BeledIyesI,15,106,8,
320000,Canakkale,Ayvacık,NaldOken,0-36369663,Tarla,6323,Uygun,MUstakIl Parsel,Hayır,Hayır,AYVACIK,50,103,33,
290000,Ankara,GOlbaSı,KaragedIk Aydın,4444-1898,Imarlı - Konut,1600,Uygun,HIsselI Tapu,,Hayır,GOLBASI,,120370,,
70000,Sakarya,Geyve,Akıncı,85255-191,BaG,1433,Uygun,MUstakIl Parsel,Hayır,Hayır,geyve,48,104,72,
2545000,MuGla,Bodrum,Koyunbaba,43161-9742,Imarlı - Konut,1153,Uygun,MUstakIl Parsel,Hayır,Hayır,Bodrum,,242,3,
400000,Bursa,OsmangazI,SeC,71490-240,Tarla,11720,,,,Hayır,,,,,
145000,USak,Merkez,Elmacık,108760-130,Tarla,3490,,MUstakIl Parsel,,Hayır,USAK IL OZEL IDARESI,42,0,1412,
50000,BIlecIk,InhIsar,AkkOy,77596-829,BaG,6662,Uygun,MUstakIl Parsel,Evet,Hayır,INHISAR,,0,2944,
720000,Adana,SarıCam,BeycelI,68511-448,Imarlı - Konut,1598,Uygun,MUstakIl Parsel,Hayır,Hayır,SarIcam,1,1,1,1
1200000,MuGla,Dalaman,SOGUtlUyurt,34925-4377,Konut+TIcaret,799,Uygun,MUstakIl Parsel,Hayır,Hayır,DALAMAN,,,,
115000,Konya,Karatay,Sakyatan,116550-34,Tarla,3983,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,KARATAY,,6360,25,
65000,Istanbul,Catalca,KaracakOy Merkez,119074-15,Tarla,600,Uygun deGIl,HIsselI Tapu,Hayır,Hayır,,,,542,
170000,IzmIr,Menemen,GOktepe,81005-407,MuhtelIf Arsa,350,,,,Hayır,,,,,
11500000,Antalya,Aksu,GUzelyurt,16960-75,Hastane (SaGlık TesIsI),5300,Uygun,MUstakIl Parsel,Evet,Hayır,AKSU,2300,,,
1500000,MuGla,FethIye,KayakOy,116316-53,Imarlı - Konut,540,,,,Hayır,,,,,
49000,KayserI,PınarbaSı,PazarOren,74578-177,Tarla,395,,,,Hayır,emlak ofIsI,,218,7,
630000,Sakarya,Karasu,Yalı,77640-161,Imarlı - SanayI,630,,,,Hayır,,,,,
850000,Adana,SarıCam,Yarımca,117666-54,Tarla,21800,Uygun,,,Hayır,SarıCam,40000,102,183,
110000,MuGla,MenteSe,CaybUkU,92216-916,Imarlı - Konut,295,BIlInmIyor,MUstakIl Parsel,Hayır,Hayır,MENTESE,,,,
520000,MuGla,Dalaman,KaraCalı,34925-5045,Imarlı - Konut,406,Uygun,MUstakIl Parsel,Hayır,Hayır,DALAMAN,,,,
1900000,IzmIr,GUzelbahCe,Yalı,45802-880,Imarlı - Konut,400,,,,Hayır,,,,,
175000,Bolu,Gerede,SevIller,118907-3,Imarlı - Konut,602,,,,Hayır,,,,,
860000,MuGla,Dalaman,Serefler,34925-4240,Imarlı - Konut,859,Uygun,MUstakIl Parsel,Hayır,Hayır,DALAMAN,,,,
190000,Konya,EreGlI,FatIh,70173-217,Imarlı - Konut,400,Uygun,MUstakIl Parsel,Evet,Evet,,,,,
590000,Antalya,KaS,GOmbe,103053-46,BahCe,9001,,,Evet,Hayır,KaS,,150,17,
285000,BalıkesIr,GOnen,HavutCa,80180-61,Tarla,23650,Uygun,MUstakIl Parsel,Hayır,Hayır,gOnen,12,,,
7270200,IzmIr,AlIaGa,Cakmaklı,9975-1435,Tarla,10386,,,Hayır,Hayır,,,,,
325000,IzmIr,KemalpaSa,Yukarıkızılca Merkez,53797-1025,BahCe,499,Uygun,MUstakIl Parsel,Hayır,Hayır,,,,,
1200000,Erzurum,IspIr,Elmalı,55646-1908,Tarla,33000,Uygun,MUstakIl Parsel,Evet,Hayır,ERZURUM,,,,
17000,DIyarbakır,BaGlar,OGlaklı,70535-38,Tarla,1000,Uygun deGIl,HIsselI Tapu,Hayır,Hayır,BAGLAR,17,0,141,
330000,MuGla,MenteSe,YerkesIk,100265-240,Tarla,5298,,MUstakIl Parsel,,Hayır,MENTESE,,,,
240000,Bursa,NIlUfer,Konaklı,8331-1807,Tarla,760,,MUstakIl Parsel,,Hayır,,,,,
270000,Konya,Karatay,KerIm Dede,73649-566,Imarlı - TIcarI,152,Uygun,HIsselI Tapu,Evet,Evet,KARATAY,1973,32411,1,
2250000,BalıkesIr,Havran,Kalabak,111751-880,Tarla,9839,Uygun,MUstakIl Parsel,Hayır,Hayır,HAVRAN,229,218,297,5000
1800,Hatay,Iskenderun,Mustafa Kemal,109038-33,Imarlı - Konut,500,,,,Hayır,,,,,
605000,Burdur,Bucak,KızılsekI,91556-79,Tarla,44000,Uygun,MUstakIl Parsel,Evet,Hayır,,,,,
620000,ManIsa,Sehzadeler,SancaklıbozkOy,22228-6300,BahCe,5600,Uygun,MUstakIl Parsel,Hayır,Hayır,Sehzadeler,,0,0,
250000,GIresun,Merkez,TeyyaredUzU,111639-83,BahCe,3200,Uygun,MUstakIl Parsel,Hayır,Evet,GIRESUN,78,25,654,1000
465000,Ordu,Altınordu,SelImIye,116497-42,Imarlı - Konut,241,Uygun,MUstakIl Parsel,,Evet,,,,,
260000,ManIsa,Yunusemre,Camlıca,22228-6109,Imarlı - Konut,1270,Uygun,HIsselI Tapu,Hayır,Hayır,Yunus Emre,,0,0,
1650000,BalıkesIr,BurhanIye,MemIS,117047-117,Tarla,26000,,,,Hayır,,,,,
4150000,IzmIr,TIre,Kaplan,31745-15297,BahCe,43000,,MUstakIl Parsel,Hayır,Hayır,TIre,,,,
945000,MardIn,MIdyat,ISıklar,109959-30,Tarla,11535,,,,Hayır,,,,,
350000,Karaman,Ayrancı,BOGecIk,115752-4,Tarla,18318,Uygun,MUstakIl Parsel,Evet,Hayır,Ayrancı,15,,1010,
221000000,Istanbul,Sarıyer,KumkOy,692311-244,TurIstIk Arsa,165750,,,,Hayır,,,,,
295000,Ankara,Mamak,KarSıyaka,81538-94,Imarlı - Konut,3088,,,,Hayır,,,,,
285000,IzmIr,Karaburun,EGlenhoca,100034-28,Tarla,2853,BIlInmIyor,MUstakIl Parsel,Evet,Hayır,IzmIr Karaburun,86,0,0,
495000,SIvas,Merkez,Esenyurt,111188-59,Tarla,2010,Uygun,MUstakIl Parsel,Hayır,Hayır,SIVAS,275,6381,33,
1750000,DenIzlI,MerkezefendI,GOveClIk,96363-48,Imarlı - Konut,2060,BIlInmIyor,MUstakIl Parsel,Hayır,Hayır,MERKEZEFENDI,,0,0,
2315299,TekIrdaG,Muratlı,IstIklal - Kurtpınar,64229-558,Tarla,47251,Uygun,,,Hayır,,,,,
19000000,KocaelI,Cayırova,Sekerpınar,25091-295,"Depo, Antrepo IzInlI",11035,Uygun deGIl,BIlInmIyor,Hayır,Hayır,,,411,11,
1200000,Canakkale,EzIne,KOrUktaSı,118156-4,Tarla,67000,,,,Hayır,,,,,
1000,Ankara,YenImahalle,YuvakOy,115063-77,Imarlı - Konut,10295,Uygun,,Hayır,Evet,YENIMAHALLE,,1,1,
12000000,Ankara,Cankaya,GazIosmanpaSa,11589-2395,Konut+TIcaret,60000,Uygun,MUstakIl Parsel,Evet,Hayır,,,,,
95000,ManIsa,Yunusemre,UCpınar,95184-1934,Imarlı - Konut,332,Uygun,MUstakIl Parsel,Hayır,Hayır,,,,,
750000,IzmIr,Menemen,Ahıhıdır,95555-214,Tarla,11000,Uygun,MUstakIl Parsel,Hayır,Evet,,,,,
450000,Sakarya,SerdIvan,YukarıderekOy,102028-29,BahCe,3500,,,,Hayır,,,,,
100000,BalıkesIr,Susurluk,Yıldız,100370-410,Tarla,15400,,,,Evet,,,,,
440000,Bursa,Mudanya,Ipekyayla,120562-14,ZeytInlIk,3600,Uygun,MUstakIl Parsel,Hayır,Hayır,1,,,,
240000,ManIsa,Sehzadeler,SancaklıbozkOy,22228-6174,BahCe,3550,Uygun,MUstakIl Parsel,Hayır,Hayır,0,,0,0,
400000,KocaelI,GOlcUk,SehItler,692368-241,Imarlı - Konut,345,,,,Evet,,,,,
380000,Aydın,GermencIk,UzUmlU,94584-110,MuhtelIf Arsa,19000,Uygun,MUstakIl Parsel,Evet,Evet,,,,,
90000,IzmIr,KIraz,IGdelI,104916-184,Tarla,4170,Uygun,MUstakIl Parsel,Evet,Hayır,,,196,2,
681416,TekIrdaG,Muratlı,Ballıhoca,64229-556,Tarla,35864,Uygun,,,Hayır,,,,,
75000,Ankara,Mamak,GOkCeyurt,37366-1605,Tarla,800,Uygun,HIsselI Tapu,Hayır,Hayır,MAMAK,94,302,,
285000,Ankara,GOlbaSı,Hacımuratlı,42663-3282,BahCe,1000,Uygun,MUstakIl Parsel,Hayır,Hayır,GOLBASI,,,,
900000,MuGla,Dalaman,KaraCalı,34925-4956,Imarlı - Konut,848,Uygun,MUstakIl Parsel,Hayır,Hayır,DALAMAN,,,,
2500000,RIze,IyIdere,Hazar,116429-28,MuhtelIf Arsa,3100,,,,Hayır,,,,,
750000,GazIantep,SehItkamIl,YıGınlı,52339-1167,BahCe,10171,,MUstakIl Parsel,Hayır,Hayır,SEHITKAMIL,75,142,1,
400000,Karaman,Merkez,CakırbaG,88492-25,Tarla,21600,,,,Hayır,,,,,
9950000,IzmIr,Konak,KUltUr,93359-79,Konut+TIcaret,340,,,,Hayır,,,,,
85000,Antalya,Kemer,Ovacık,114744-63,Imarlı - Konut,378,,,,Hayır,,,,,
775000,Konya,EreGlI,MelIcek,115752-52,Tarla,27966,Uygun,MUstakIl Parsel,,Hayır,,,,,
848250,BalıkesIr,Havran,BUyUkSapCı,56911-222,Tarla,29200,Uygun,MUstakIl Parsel,Evet,Hayır,Havran,13,108,8,
100000,BalıkesIr,Erdek,Hamamlı,74726-692,ZeytInlIk,73000,,,,Evet,,,,1595,
1900000,TekIrdaG,Ergene,VelImeSe,60513-33,Konut+TIcaret,6600,,,,Evet,,,,,
150000,GIresun,Merkez,HacısIyam,111639-87,BahCe,24000,,,,Hayır,GIRESUN,,,,
925000,Konya,SelCuklu,SaraykOy,82729-321,Tarla,3850,,,,Hayır,,,,,
4000000,IzmIr,Menemen,MermerlI,2482-666,Tarla,40213,Uygun,,Hayır,Hayır,,,,,
66600,KırklarelI,VIze,Cakıllı (HUrrIyet),116476-10,Tarla,1500,,,,Hayır,,,,,
285000,Ankara,GOlbaSı,KaragedIk Aydın,73159-188,Imarlı - Konut,3000,Uygun,HIsselI Tapu,Hayır,Hayır,GOLBASI,95,,,
1450000,Antalya,SerIk,KadrIye,94989-172,Tarla,8254,,,,Hayır,,,,,
125000,ManIsa,Soma,Dualar,691819-309,Tarla,3600,,,,Evet,,,,,
690000,IzmIr,FoCa,KozbeylI,9975-1486,Imarlı - Konut,514,,,,Hayır,FOCA,,,,
390000,MersIn(ICel),Anamur,Oren,0-35890174,Tarla,2000,Uygun,MUstakIl Parsel,,Hayır,Anamur,,,,
125000,IzmIr,Menderes,YenIkOy,60124-777,Tarla,400,Uygun deGIl,HIsselI Tapu,Evet,Hayır,,,,,
1300000,IzmIr,CeSme,ReIsdere,117980-117,Imarlı - Konut,635,,,,Hayır,,,,,
75000,MardIn,Kızıltepe,Karakuyu,106805-33,Tarla,7000,,,,Hayır,,,,,
555000,MuGla,FethIye,KaragedIk,21191-1542,Imarlı - Konut,281,,,,Hayır,,,,,
7500000,BalıkesIr,Ayvalık,Altınova,21940-5776,MuhtelIf Arsa,37200,Uygun,MUstakIl Parsel,Hayır,Hayır,AYVALIK,,,,
6000000,IzmIr,Torbalı,OrtakOy,102474-252,Tarla,24000,Uygun,MUstakIl Parsel,Evet,Hayır,TORBALI,250,,,
160000,BalıkesIr,Havran,BUyUkdere,113308-176,BahCe,2100,,,,Hayır,,,,,
44000,Ankara,Cankaya,KarataS,15161-786,MuhtelIf Arsa,200,,,,Hayır,,,,,
12500,MersIn(ICel),SIlIfke,Caltıbozkır,76115-721,Tarla,2377,,MUstakIl Parsel,Hayır,Hayır,SILIFKE,,,,
745200,Canakkale,LapsekI,Kangırlı,120086-44,Tarla,10800,,,Evet,Hayır,,,0,1627,
750000,MuGla,MIlas,Oren,109172-208,Imarlı - Konut,407,Uygun,MUstakIl Parsel,Hayır,Hayır,MILAS,,359,5,
130000,MersIn(ICel),Toroslar,GOzne,96400-6,Imarlı - Konut,510,,MUstakIl Parsel,Evet,Hayır,TOROSLAR,,,,
6500000,IzmIr,Urla,Torasan,94026-658,Imarlı - Konut,3100,Uygun,MUstakIl Parsel,Hayır,Hayır,urla,1800,3,3,
95000,Istanbul,Catalca,DaGyenIce,110801-133,Tarla,250,Uygun deGIl,HIsselI Tapu,Evet,Hayır,Catalca,248,0,411,
495000,MersIn(ICel),SIlIfke,Arkum,6154-856,Tarla,7500,,,,Hayır,,,,,
2700000,IzmIr,GUzelbahCe,Kahramandere,45802-1073,Imarlı - Konut,3400,Uygun,MUstakIl Parsel,Hayır,Hayır,GUzelbakCe,1,1,1,12000
3300000,Antalya,Manavgat,CeltIkCI,118781-108,Imarlı - Konut,2455,Uygun,MUstakIl Parsel,Hayır,Hayır,MANAVGAT,,,,
916500,Samsun,Atakum,Alanlı,119192-25,Imarlı - Konut,705,Uygun deGIl,,Hayır,Hayır,Samsun,1300,9781,1,
7000000,MuGla,Dalaman,Altıntas,34925-4760,Imarlı - Konut,5158,Uygun,MUstakIl Parsel,Hayır,Hayır,DALAMAN,,,,
230000,Istanbul,SIlIvrI,Sancaktepe,103390-130,Tarla,1485,,MUstakIl Parsel,,Hayır,,,,,
1550000,Ankara,YenImahalle,YenI Batı,120111-13,Imarlı - Konut,500,,,,Hayır,YENIMAHALLE,,,,
4250000,BalıkesIr,Bandırma,OmerlI,71579-365,Imarlı - TIcarI,11356,Uygun,MUstakIl Parsel,Hayır,Hayır,BANDIRMA,,0,0,
175000,EdIrne,Enez,KaraIncIrlI,114791-4,Tarla,2600,,,,Hayır,,,,,
600000,KocaelI,IzmIt,Kurtdere,117865-20,BahCe,7800,,,,Hayır,,,,,
4500000,MuGla,MarmarIs,Bozburun,41790-4583,Tarla,2182,,,,Hayır,,,,,
545000,IzmIr,Urla,ICmeler,4762-3809,Tarla,454,Uygun,MUstakIl Parsel,Hayır,Hayır,URLA,1200,2683,4,
125000,BalıkesIr,AltıeylUl,Bozen,692100-879,Tarla,9300,Uygun,MUstakIl Parsel,Evet,Hayır,,,101,31,
15000,Antalya,AksekI,AlaCeSme,102508-96,Tarla,15,,MUstakIl Parsel,,Hayır,AksekI,,,,
400000,Ankara,GOlbaSı,YaylabaG,116637-88,Tarla,1800,Uygun deGIl,HIsselI Tapu,Evet,Hayır,GOlbaSı,222,,614,
750000,BalıkesIr,EdremIt,Avcılar,109561-35,ZeytInlIk,8000,,,,Hayır,EDREMIT,,,,
111300,Canakkale,BIga,CeSmealtı,51785-70,Imarlı - Konut,318,,,,Evet,,130,102,9,
30000,Ankara,Cankaya,KarataS,22595-933,Tarla,250,,,,Hayır,,,,,
308000,KayserI,PınarbaSı,PazarOren,74578-178,Tarla,12333,,,,Hayır,emlak ofIsI,,3,4,
600000,Karaman,Merkez,CakırbaG (Esentepe),113744-73,Tarla,20000,,,,Hayır,,,,,
325000,Bursa,NIlUfer,Fadıllı,692168-74,Tarla,2200,,,,Hayır,,,,,
581875,Canakkale,LapsekI,Kangırlı,120086-21,Tarla,16625,,,Evet,Hayır,,,0,1702,
1290000,Canakkale,Merkez,KaracaOren,110671-77,Tarla,10030,,,,Evet,CANAKKALE,,,,
40000,BalıkesIr,Bandırma,Dedeoba,119762-2,BahCe,650,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,BANDIRMA,,114,156,
122000,Antalya,Aksu,IhsanIye,48118-2270,Tarla,5300,,,,Hayır,,,,,
250000,BalıkesIr,GOmeC,Yaya,6579-1702,Imarlı - Konut,337,Uygun,MUstakIl Parsel,Hayır,Hayır,GOMEC,,,,
2750000,BalıkesIr,BurhanIye,KocacamI,42936-283,CIftlIk,11000,,MUstakIl Parsel,Hayır,Hayır,BurhanIye,,,,
380000,Antalya,Alanya,GUney,110662-136,BahCe,6500,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,ALANYA BELEDIYESI,,,,
350000,KocaelI,Gebze,ElbIzlI,2890-1616,Tarla,2350,Uygun deGIl,,,Hayır,,,121,140,
345000,ManIsa,Yunusemre,Avdal,22228-5794,BahCe,4000,Uygun,MUstakIl Parsel,Hayır,Hayır,0,,0,0,
100000,Sakarya,KarapUrCek,AhmedIye,120852-1,BahCe,800,,,,Hayır,,,,,
7500000,MuGla,Bodrum,TurgutreIs,51524-2422,Imarlı - Konut,1025,Uygun,MUstakIl Parsel,Hayır,Hayır,Bodrum,5200,1,1,1
295000,Bursa,Mudanya,MesudIye,21258-626,BahCe,1441,,,,Hayır,Mudanya,,,,
107450,Canakkale,BIga,CeSmealtı,51785-73,Imarlı - Konut,307,,,,Evet,,130,107,6,
275000,IzmIr,SelCuk,GOkCealan,0-36054916,Tarla,695,,,,Hayır,SelCuk,,237,83,
370000,DenIzlI,Pamukkale,Uzunpınar,96363-51,Tarla,20400,,,,Hayır,,,,,
450000,TekIrdaG,SUleymanpaSa,KaradenIz,110214-223,Imarlı - Konut,800,Uygun,MUstakIl Parsel,Hayır,Hayır,SUleymanpaSa,,,,
32000000,Istanbul,ArnavutkOy,OmerlI,692311-136,Imarlı - TIcarI,20000,,,,Hayır,,,,,
12355500,MuGla,DatCa,Kızlan,80481-465,Tarla,82370,Uygun,MUstakIl Parsel,Hayır,Hayır,datca,150,,,
175000,Konya,Karatay,KaraaslanUzUmcU,85706-155,MuhtelIf Arsa,500,,MUstakIl Parsel,Hayır,Hayır,,300,32321,6,
325000,MuGla,Dalaman,Atakent,34925-4874,Imarlı - Konut,321,Uygun,MUstakIl Parsel,Hayır,Hayır,ORTACA,,,,
2000000,Aydın,DIdIm,MavISehIr,111124-106,Imarlı - Konut,1000,Uygun,MUstakIl Parsel,Evet,Evet,,,,,
250000,Konya,Meram,InlIce,69350-903,Tarla,7545,Uygun,MUstakIl Parsel,Hayır,Hayır,MERAM,33,,,
320000,BalıkesIr,EdremIt,HamIdIye,86968-163,Imarlı - Konut,169,,,,Hayır,,,,,
688000,Antalya,Alanya,Incekum,116353-42,MuhtelIf Arsa,600,,,,Hayır,,,,,
8600000,KırklarelI,LUleburgaz,EvrensekIz (GUndoGu),0-29743609,Imarlı - SanayI,10323,,MUstakIl Parsel,Hayır,Hayır,LULEBURGAZ,1017,300,39,
750000,KayserI,MelIkgazI,Yıldırım Beyazıt,78539-227,Imarlı - Konut,428,,MUstakIl Parsel,Evet,Evet,MELIKGAZI,,,,
151144,Erzurum,ASkale,KandIllI,87791-995,Tarla,55076,,,Hayır,Hayır,,,,,
4000000,IzmIr,AlIaGa,GUzelhIsar,87919-256,Tarla,15000,,,,Evet,,,,,
600000,ManIsa,Saruhanlı,BUyUkbelen,22228-6268,BahCe,18000,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,,,,,
250000,TekIrdaG,SUleymanpaSa,Altınova,86568-717,Imarlı - Konut,254,,,,Hayır,,,,,
1100000,Ankara,GOlbaSı,Hacılar,13865-1575,Tarla,3000,BIlInmIyor,HIsselI Tapu,Evet,Hayır,,,,106,
68200,DIyarbakır,YenISehIr,DOkmetaS,78814-119,Tarla,934,Uygun deGIl,HIsselI Tapu,Evet,Hayır,YENISEHIR,73,,142,
738000000,IzmIr,CeSme,Altınkum,119714-28,TurIstIk Arsa,210000,Uygun,,,Hayır,CeSme,,,,
42500,Ankara,Mamak,KıbrıskOy,7015-1418,Tarla,250,Uygun,HIsselI Tapu,Evet,Hayır,MAMAK,2,1,1,1
137500,Aydın,DIdIm,Ak - YenIkOy,61212-1866,Imarlı - Konut,305,Uygun,MUstakIl Parsel,,Hayır,,,597,,
720000,BalıkesIr,Bandırma,Hacı Yusuf,71490-256,Imarlı - Konut,342,,,,Hayır,,,,,
655000,Canakkale,Ayvacık,KUCUkkuyu (Mıhlı),48018-1076,Imarlı - Konut,600,Uygun,MUstakIl Parsel,Hayır,Hayır,,,,,
1550000,EdIrne,Merkez,Tayakadın,108725-168,Imarlı - SanayI,4900,,,,Hayır,,,,,
10000000,BalıkesIr,Ayvalık,KUCUkkOy,51145-1229,Imarlı - Konut,11000,,,,Hayır,,,,,
500000,Ordu,Unye,GUrecUlU,109233-91,BahCe,3600,,,,Hayır,,,,,
4000000,IzmIr,AlIaGa,GUzelhIsar,87919-213,MuhtelIf Arsa,15100,,,,Evet,,,,,
115000,Ankara,SIncan,YenIhIsar,80026-771,Imarlı - Konut,600,Uygun,MUstakIl Parsel,,Hayır,SIncan,200,1604,11,
1630000,Ankara,EtImesgut,Elvan,1493-12307,Imarlı - Konut,3230,Uygun,MUstakIl Parsel,Hayır,Evet,ETIMESGUT,,47,4,
500000,Canakkale,EzIne,GeyIklI (HUrrIyet),98365-29,ZeytInlIk,10500,,MUstakIl Parsel,Hayır,Hayır,,,,,
1340000,MuGla,Dalaman,Serefler,34925-5050,Imarlı - Konut,1744,Uygun,MUstakIl Parsel,Hayır,Hayır,DALAMAN,,,,
165000,EdIrne,Merkez,BUyUkdOllUk,121068-2,BahCe,463,BIlInmIyor,MUstakIl Parsel,Evet,Hayır,EdIrne,,,,
4000000,MuGla,YataGan,YenIkOy,63424-883,Imarlı - TIcarI,8000,,,Hayır,Hayır,,,,,
250000,Istanbul,SIlIvrI,AkOren,64013-2709,Tarla,2000,Uygun deGIl,MUstakIl Parsel,Evet,Hayır,SILIVRI,,105,5,
500000,MersIn(ICel),SIlIfke,Arkum,39623-1659,Tarla,7500,,,,Hayır,,,,,
578000,NIGde,UlukıSla,GUmUSkOy,119178-74,Imarlı - Konut,3996,,,,Evet,,,,,
1300000,Bursa,Karacabey,FevzIpaSa,6324-532,Tarla,15700,Uygun,MUstakIl Parsel,Hayır,Hayır,Karacabey,,,,
300000,Ankara,Kahramankazan,OrhanIye,73012-4815,Imarlı - SanayI,1230,BIlInmIyor,HIsselI Tapu,,Hayır,KAHRAMANKAZAN,,,,
362500,Ankara,Cankaya,Ahlatlıbel,54047-1281,Imarlı - Konut,330,Uygun,MUstakIl Parsel,Hayır,Hayır,CANKAYA,,56,0,6000
800000,Sakarya,Hendek,Mahmutbey,64500-1393,Imarlı - Konut,2254,Uygun,MUstakIl Parsel,Hayır,Hayır,HENDEK,,,,
530000,Burdur,Bucak,OnaC,76929-1226,Imarlı - Konut,538,,,,Hayır,,,,,
1100000,KırklarelI,Merkez,UskUpdere,63937-117,Tarla,16550,Uygun,MUstakIl Parsel,Hayır,Hayır,UskUp,,0,1404,
450000,Burdur,Bucak,BeSkonak,74166-431,CIftlIk,3800,,,,Hayır,,,,,
330000,TekIrdaG,SarkOy,CamIkebIr,111770-26,Imarlı - Konut,178,,,,Evet,,,,,
55000,Konya,SelCuklu,Sulutas,119303-27,Tarla,684,Uygun deGIl,MUstakIl Parsel,Evet,Hayır,SELCUKLU,12,43233,55,
9220000,MersIn(ICel),Anamur,GUzelyurt,692156-66,Imarlı - Konut,4350,,,,Hayır,,,,,
1500000,IzmIr,Menderes,GUmUldUr FevzI Cakmak,103750-112,BahCe,3554,,MUstakIl Parsel,Evet,Hayır,,,2730,15,
150000,Canakkale,GelIbolu,Burhanlı,89684-102,Imarlı - Konut,400,,,,Hayır,,,,,
275000,BalıkesIr,GOnen,AkCaalI,97981-8,Tarla,2726,,,,Hayır,,,,,
30000,MersIn(ICel),SIlIfke,GUndUzler,112447-291,MuhtelIf Arsa,7600,,,,Hayır,,,,,
100000,BalıkesIr,Kepsut,YenIce,0-36199313,Imarlı - Konut,500,Uygun,MUstakIl Parsel,Evet,Evet,kepsut beledIyesI,,34,175,230
400000,BalıkesIr,EdremIt,KadıkOy,112734-48,Imarlı - Konut,198,,,,Hayır,,,,,
9500000,Ankara,Cankaya,Devlet,6557-2541,Imarlı - Konut,1000,,,,Hayır,,,1,1,
213000,GazIantep,SahInbey,Almalı,95447-3,Tarla,7100,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,SAHINBEY,30,,,
950000,Konya,SelCuklu,DaGdere,109549-16,BahCe,11800,Uygun,MUstakIl Parsel,Hayır,Hayır,SELCUKLU,,,,
125300,Canakkale,BIga,CeSmealtı,51785-68,Imarlı - Konut,358,,,,Evet,,130,103,7,
105000,Ankara,Mamak,KutludUGUn,0-29648904,Imarlı - Konut,406,Uygun,MUstakIl Parsel,Hayır,Hayır,Mamak,,212,4,
425000,KocaelI,KaramUrsel,Kayacık,98308-11,Imarlı - Konut,412,Uygun,MUstakIl Parsel,Hayır,Hayır,karamUrsel,,,,
35000,TekIrdaG,SUleymanpaSa,NaIpkOy,23567-1691,Tarla,3500,BIlInmIyor,MUstakIl Parsel,Hayır,Hayır,SULEYMANPASA,35,194,2,900
4300000,IzmIr,Narlıdere,LImanreIs,93359-97,Imarlı - Konut,320,Uygun,MUstakIl Parsel,,Hayır,,,,,
350000,GIresun,KeSap,KarabedIr,111639-55,BahCe,13000,Uygun,MUstakIl Parsel,Hayır,Hayır,KESAP,130,568,535,
515000,BalıkesIr,EdremIt,CıkrıkCı,93825-5246,Imarlı - Konut,490,Uygun,MUstakIl Parsel,Evet,Hayır,EdremIt,,1,1,
185000,Ankara,SIncan,MalıkOy,51337-477,Imarlı - Konut,477,Uygun,HIsselI Tapu,,Evet,SINCAN,,0,0,
2000000,Ankara,EtImesgut,BaGlıca,97366-833,Imarlı - Konut,2000,Uygun,MUstakIl Parsel,Hayır,Evet,etImesgut,1000,,,
