FIYAT,IL,ILCE,MAHALLE,ILAN_NO,ARSA_TIPI,METREKARE,KREDIYE_UYGUNLUK,TAPU_DURUMU,TAKAS,KAT_KARSILIGI,ILGILI_BELEDIYE,METREKARE_BIRIM_FIYATI,ADA,PARSEL,KIRA_GETIRISI
42000000,MuGla,Bodrum,Koyunbaba,81841-304,Imarlı - Konut,9353,Uygun deGIl,MUstakIl Parsel,Evet,Hayır,BODRUM,4811,226,1,
5000000,Ordu,Unye,GOlevI,67884-138,CIftlIk,59000,,,,Hayır,,,,,
300000,Aydın,DIdIm,Balat,63738-1514,Tarla,7000,,,,Hayır,,,,,
290000,Ankara,GOlbaSı,SubaSı,27060-2085,Tarla,11000,,HIsselI Tapu,Evet,Hayır,GOLBASI,,,,
80000,Canakkale,GelIbolu,DemIrtepe,119415-16,Imarlı - Konut,500,,MUstakIl Parsel,Evet,Hayır,gelIbolu,,,,
135000,IzmIr,Menderes,OGlananası CumhurIyet,78962-10,BahCe,300,,,,Hayır,,,,,
200000,BalıkesIr,AltıeylUl,KOylU,92150-15,Imarlı - Konut,725,,,,Hayır,,,,,
85000,Konya,SelCuklu,BaSarakavak,85632-54,Tarla,4500,BIlInmIyor,MUstakIl Parsel,Hayır,Hayır,SELCUKLU,18,271,,500
260000,Yalova,CIftlIkkOy,500 Evler,117508-25,Imarlı - Konut,473,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,,,,,
175000,Van,EdremIt,YenI CamI,121138-11,MuhtelIf Arsa,550,Uygun,MUstakIl Parsel,Hayır,Hayır,VAN/ EDREMIT,319,183,67,
111111,IzmIr,CeSme,Ildır,3204-628,SIt Alanı,339,Uygun deGIl,HIsselI Tapu,Hayır,Hayır,CeSme,1,1,1,
425000,Bolu,Merkez,KUltUr,111680-7,Imarlı - Konut,358,,,,Hayır,BOLU,,,,
80000,Konya,Meram,KızılOren,57307-305,Tarla,3207,Uygun deGIl,MUstakIl Parsel,,Hayır,MERAM,,256,81,
1850,Ordu,Altınordu,Karapınar,55105-357,Imarlı - SanayI,563,Uygun,MUstakIl Parsel,,Hayır,,3280,,,
1750000,MersIn(ICel),SIlIfke,YenI,37796-931,BahCe,14120,,,,Hayır,,,,,
105000,BalıkesIr,EdremIt,HekImzade,79509-301,Konut+TIcaret,100,Uygun,MUstakIl Parsel,Evet,Evet,EDREMIT,,,,
190000,Bursa,OsmangazI,BaGlarbaSı,115489-79,Imarlı - Konut,110,,,,Hayır,,,,,
1750000,IzmIr,AlIaGa,YenISakran,27103-3674,ZeytInlIk,8720,Uygun,,,Hayır,,,,,
48000,Ankara,Cubuk,MelIkSah,15143-214,Tarla,1,,,,Hayır,CUBUK,,,,
500000,BalıkesIr,Erdek,Turan,53461-1039,Tarla,340,,,,Hayır,,,,,
400000,KırklarelI,Merkez,Kavaklı (CelalIye),97747-50,Konut+TIcaret,818,,,,Hayır,,,,,
200000,IzmIr,Torbalı,DIrmIl,102474-116,ZeytInlIk,11000,Uygun,MUstakIl Parsel,Hayır,Hayır,TORBALI,,,,
550000,KocaelI,GOlcUk,SIyretIye,692368-208,Tarla,2400,,,,Hayır,,,,,
195000,TekIrdaG,SUleymanpaSa,YenIkOy,5360-908,BaG,1344,,,,Hayır,,,,,
1500000,MuGla,FethIye,GOkCeovacık,114415-91,Tarla,2094,Uygun,MUstakIl Parsel,Hayır,Hayır,FethIye,716,101,72,1
630000,IzmIr,Urla,Yelaltı,51336-115,Imarlı - Konut,142,Uygun,MUstakIl Parsel,Hayır,Hayır,URLA,4440,,,1
110000,Bursa,IznIk,Mustafalı,83243-21,ZeytInlIk,791,,,,Evet,,,,,
1550000,KocaelI,KaramUrsel,KaraahmetlI,118138-146,BahCe,1662,,MUstakIl Parsel,Hayır,Hayır,KARAMURSEL,,,,
320000,IzmIr,Menemen,FatIh,109304-134,Imarlı - Konut,439,,MUstakIl Parsel,,Hayır,Menemen,,,,
1849000,Istanbul,SIle,Kızılca,15024-49,Konut+TIcaret,11499,Uygun,MUstakIl Parsel,,Hayır,SILE,1000,1,1,1
1200000,Istanbul,SIlIvrI,Kavaklı,101597-24,MuhtelIf Arsa,2000,Uygun,MUstakIl Parsel,Hayır,Hayır,sIlIvrI,500,,,
315000,BalıkesIr,GOmeC,KaraaGaC,92161-292,Imarlı - Konut,309,,,,Hayır,,,,,
312800,Bolu,Merkez,BUrnUk,119367-4,Tarla,7820,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,Bolu Il Ozel IdaresI,40,,252,
220000,Antalya,KorkutelI,Uzunoluk,8516-2294,Imarlı - Konut,575,,,,Hayır,,,,,
1800000,Istanbul,KadıkOy,MerdIvenkOy,67619-708,Imarlı - Konut,149,Uygun,BIlInmIyor,Hayır,Evet,KADIKOY,,2626,6,2500
320000,Bursa,Mudanya,CepnI,82016-418,ZeytInlIk,1805,,,,Hayır,,,,,
125000,KarabUk,Merkez,Kale,120573-24,BaG,1070,,,,Hayır,,,,,
28500,Bursa,NIlUfer,YolCatı,116976-54,Tarla,76,Uygun deGIl,HIsselI Tapu,Evet,Hayır,nIlUfer,,,3227,
245000,EdIrne,Merkez,Istasyon,71252-926,Imarlı - Konut,251,Uygun,MUstakIl Parsel,Hayır,Hayır,EDIRNE,,,,1000
650000,MuGla,MIlas,Karapınar,4884-3259,Imarlı - Konut,2700,Uygun,,,Hayır,mIlas,,,,
53000,Istanbul,SIlIvrI,BeycIler,66414-1740,Tarla,448,Uygun deGIl,HIsselI Tapu,Evet,Hayır,,,,725,
1750000,Konya,EreGlI,AzIzIye,84253-710,BahCe,154000,Uygun,MUstakIl Parsel,Evet,Hayır,,,,,
290000,EdIrne,Merkez,Tayakadın,116115-226,Ozel Kullanım,123266,,,,Hayır,,,,,
350000,Antalya,FInIke,BoldaG,95290-94,Imarlı - Konut,278,Uygun,MUstakIl Parsel,Evet,Hayır,FINIKE,,472,9,
110000,IzmIr,TIre,IhsanIye,119391-76,Ozel Kullanım,120,,,,Hayır,,,,,
850000,MersIn(ICel),Tarsus,IncIrgedIGI,117052-92,Tarla,33000,,,,Hayır,,,,,
195000,Canakkale,EzIne,GeyIklI (HUrrIyet),120407-2,Imarlı - Konut,227,,,,Hayır,,,,,
44000,Ankara,AyaS,Tekke,66968-575,Imarlı - Konut,500,Uygun,HIsselI Tapu,Evet,Hayır,AyaS,,238,4,
557700,Antalya,Aksu,Solak,111620-58,Tarla,3718,,,,Hayır,,,,,
460000,Canakkale,BayramIC,Daloba,94711-168,BahCe,10107,Uygun,MUstakIl Parsel,Evet,Hayır,,,129,1,
900000,IzmIr,KemalpaSa,Akalan,45141-535,BahCe,4400,Uygun,MUstakIl Parsel,Hayır,Hayır,,250,,,
99000,IzmIr,Bergama,Ayvatlar,118849-38,Imarlı - Konut,175,,,,Hayır,,,,,
800000,Bursa,NIlUfer,Badırga,46130-466,Imarlı - Konut,2210,Uygun,,Hayır,Hayır,NILUFER,,,,
200000,Canakkale,Can,Caltıkara,36666-2779,Tarla,36438,,,,Hayır,,,,,
111111,Ankara,GOlbaSı,TaSpınar,13865-1437,Imarlı - Konut,10200,,MUstakIl Parsel,Hayır,Evet,,,,,
4725000,KocaelI,GOlcUk,Yukarı,93689-59,BaG,13500,,,,Hayır,,,,,
300000,MersIn(ICel),Tarsus,Topaklı,117052-166,Tarla,20000,,,,Hayır,,,,,
10999999,Bursa,GemlIk,EngUrUcUk,46710-24660,Imarlı - TIcarI,18672,,,,Hayır,,,1458,29,
1520000,MersIn(ICel),SIlIfke,Atayurt,29240-1102,Tarla,15200,Uygun,MUstakIl Parsel,Hayır,Hayır,SILIFKE,,,,
500000,Antalya,DOSemealtı,YenIkOy,87281-136,Imarlı - Konut,650,Uygun,MUstakIl Parsel,Hayır,Hayır,DOSemealtı,,356,7,
470000,Tokat,Merkez,KaSıkcıbaGları,67401-240,Tarla,4000,,,,Hayır,,,,,
900000,GazIantep,SahInbey,Akbulut,26684-322,BahCe,4500,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,SAHINBEY,200,,,
320000,BalıkesIr,KaresI,Kuva-I MIllIye,92150-81,Imarlı - Konut,311,Uygun,MUstakIl Parsel,Hayır,Hayır,KARESI,,12477,62,
350000,MersIn(ICel),Aydıncık,EskIyUrUk,112447-138,Konut+TIcaret,1607,,,,Hayır,,,,,
1600000,MuGla,MenteSe,MuslIhIttIn,7027-476,Imarlı - TIcarI,240,Uygun,MUstakIl Parsel,Hayır,Hayır,menteSe,,,,
425000,Trabzon,Yomra,KaSUstU,95159-13,Imarlı - Konut,305,,,,Hayır,,,,,
850000,Hatay,Belen,Kıcı,119384-3,ZeytInlIk,41600,Uygun,MUstakIl Parsel,Hayır,Hayır,,,,,
1000,Antalya,Kepez,HabIbler,692224-44,Imarlı - Konut,9000,,,,Evet,,,,,
420000,MersIn(ICel),SIlIfke,YeSIlovacık,39623-1473,Imarlı - Konut,642,,,,Hayır,,,,,
490000,BalıkesIr,BurhanIye,Kızıklı,51689-539,Tarla,3380,Uygun,MUstakIl Parsel,Hayır,Hayır,BURHANIYE,1,1,1,
250000,IzmIr,SeferIhIsar,Orhanlı,80722-1111,Tarla,1882,Uygun,MUstakIl Parsel,Hayır,Hayır,,,,,
475000,Bursa,Kestel,KozluOren,42146-357,BahCe,5100,,,,Hayır,,,,,
800000,MersIn(ICel),SIlIfke,SayaGzı,39623-1661,Imarlı - Konut,1900,,,,Hayır,,,,,
550000,IzmIr,Menderes,DerekOy,51336-127,BahCe,1000,Uygun,HIsselI Tapu,Hayır,Hayır,MENDERES,550,,,1
232000,Ankara,Cankaya,Yakupabdal,104775-3552,Tarla,1600,,,,Hayır,,,,,
650000,Canakkale,EzIne,GeyIklI (CumhurIyet),65273-1439,ZeytInlIk,16900,,,,Hayır,,,,,
215000,Bursa,Mudanya,Esence,76332-1229,ZeytInlIk,668,BIlInmIyor,MUstakIl Parsel,Hayır,Hayır,,,,,
1650000,Istanbul,SIlIvrI,AlIpaSa,107275-191,Imarlı - Konut,904,Uygun,MUstakIl Parsel,Hayır,Hayır,,,,,
500000,Antalya,Aksu,AltıntaS,39661-1349,Tarla,335,Uygun,HIsselI Tapu,Evet,Hayır,,1493,,,
475000,KocaelI,KaramUrsel,TepekOy,3165-6367,Tarla,4412,,,Hayır,Hayır,karamUrsel,,,,
2000000,Bolu,Merkez,Sandallar,118186-22,Imarlı - Konut,1728,Uygun,MUstakIl Parsel,Hayır,Evet,,1157,1799,1,
249000,KırklarelI,PınarhIsar,SUtlUce,119081-12,Tarla,2106,,,,Hayır,,,,,
675000,MuGla,Bodrum,GUmUSlUk,9927-545,Imarlı - Konut,652,,MUstakIl Parsel,Hayır,Hayır,Bodrum,,270,8,
475000,Samsun,Bafra,DedelI,113941-121,Tarla,2500,Uygun,MUstakIl Parsel,,Hayır,,,,,
1250000,Adıyaman,Merkez,AltınSehIr,117341-26,Tarla,2500,Uygun,MUstakIl Parsel,Hayır,Hayır,,500,,,
10000000,Ankara,Mamak,CIGIltepe,24112-201,Imarlı - TIcarI,5000,,,Evet,Evet,,,,,
575000,Samsun,Terme,HUseyInmescIt,119927-39,Tarla,9000,,,,Hayır,,,,,
4950000,Istanbul,FatIh,Topkapı,3962-2587,Imarlı - Konut,847,Uygun,,,Hayır,FATIH,,,,
1500000,Antalya,GazIpaSa,ZeytInada,28320-3309,Imarlı - Konut,6000,Uygun,MUstakIl Parsel,Hayır,Hayır,GAZIPASA BELEDIYESI,,111,47,
450000,Bursa,NIlUfer,HasanaGa,58292-5981,BahCe,4200,BIlInmIyor,MUstakIl Parsel,Evet,Hayır,NILUFER,1000,0,1925,
450000,MardIn,Artuklu,Nur,101361-188,Tarla,7615,,,,Hayır,,,,,
150000,Burdur,Bucak,AlaattIn,74166-433,Imarlı - Konut,455,,,,Evet,,,,,
95000,BalıkesIr,AltıeylUl,AkCakOy,88772-91,Tarla,4400,,,,Evet,,,,,
1300000,Istanbul,Catalca,CIftlIkkOy,113416-53,MuhtelIf Arsa,996,,,,Hayır,,,,,
42000,Konya,Meram,GOdene,691782-35,BahCe,470,,HIsselI Tapu,Hayır,Hayır,meram,63,27633,86,
1350000,Bolu,Merkez,KılıCarslan,118186-5,Imarlı - Konut,627,Uygun,MUstakIl Parsel,Hayır,Hayır,,2150,3371,6,
220000,Samsun,Bafra,FevzI Cakmak,113941-33,Imarlı - SanayI,172,,,,Hayır,,,,,
72000000,MuGla,Bodrum,GOlkOy,8697-275,TurIstIk Arsa,8500,Uygun,MUstakIl Parsel,,Hayır,BODRUM,,,,
650000,MuGla,MIlas,Oren,109955-63,Imarlı - Konut,549,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,MILAS BELEDIYESI,,,,
350000,Istanbul,Avcılar,FIruzkOy,49474-2405,Imarlı - Konut,150,Uygun,MUstakIl Parsel,Evet,Evet,AVCILAR,,,,
450000,KocaelI,KOrfez,Kalburcu,50906-462,Tarla,3383,,,,Hayır,,,,,
1100000,Istanbul,Beykoz,Merkez,2921-1789,Imarlı - Konut,210,Uygun,MUstakIl Parsel,Hayır,Hayır,Beykoz,,354,10,
450000,BalıkesIr,Ayvalık,Kazım KarabekIr,31722-612,ZeytInlIk,8311,,,,Hayır,,,,,
1300000,Istanbul,SIlIvrI,KadıkOy,53815-984,Tarla,8600,Uygun,MUstakIl Parsel,Evet,Hayır,SIlIvrI BeledIyesI,,,,
375000,MuGla,SeydIkemer,DoGanlar,105472-95,Tarla,8000,,,Hayır,Hayır,,,,,
990000,Karaman,Merkez,YılangOmU,108774-477,BahCe,47500,Uygun,MUstakIl Parsel,Evet,Evet,,,0,0,10000
410000,Yalova,Merkez,BaGlarbaSı,92048-763,Imarlı - Konut,262,,,,Hayır,,,,,
355000,EdIrne,Merkez,MIthat PaSa,79863-437,Imarlı - Konut,396,,,,Hayır,,,,,
265000,Ankara,SIncan,Alcı,95525-9,Imarlı - Konut,732,,MUstakIl Parsel,,Evet,SINCAN,,524,7,
300000,MuGla,FethIye,GOcek,108772-58,Tarla,1316,,,,Hayır,FETHIYE,,,,
550000,KocaelI,IzmIt,Kaynarca,66946-364,Tarla,2600,Uygun,MUstakIl Parsel,Evet,Hayır,IzmIt,215,,,
450000,Tokat,Merkez,EmIrseyIt (BahCelIevler),89213-85,Tarla,3346,Uygun,MUstakIl Parsel,Hayır,Hayır,,,,,
188000,KahramanmaraS,DulkadIroGlu,KUCUknacar,116379-102,Tarla,8700,Uygun,MUstakIl Parsel,Evet,Hayır,DulkadIroGlu,15,101,78,
3500000,MersIn(ICel),Tarsus,Kırklarsırtı,117052-146,Tarla,7800,,,,Hayır,,,,,
160000,IzmIr,Buca,KaracaaGaC,111716-85,BahCe,415,,,,Hayır,,,,,
195000,BalıkesIr,AltıeylUl,KOylU,119006-167,MuhtelIf Arsa,724,Uygun deGIl,,Hayır,Hayır,,269,132,6,
1100000,Hatay,AltınOzU,Sofular,68974-6820,Tarla,22000,Uygun,MUstakIl Parsel,Hayır,Hayır,ALTINOZU,50,148,4,
10000000,GIresun,EspIye,Merkez,73020-1797,Imarlı - Konut,8220,,,,Hayır,,,,,
5750000,Canakkale,Merkez,KaracaOren,119415-45,Imarlı - Konut,5912,,,,Hayır,,,,,
22500,Ankara,Cubuk,Ovacık,93630-435,Tarla,2391,,,,Hayır,,,,,
105000,Bursa,NIlUfer,KorubaSı,89894-61,Tarla,2508,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,NIlUfer,,101,985,
2250000,BalıkesIr,IvrIndI,GOkCeyazı,88772-96,Imarlı - TIcarI,9000,,,,Hayır,,,,,
125000,MersIn(ICel),SIlIfke,UzuncaburC,112447-176,Imarlı - Konut,960,,,,Hayır,,,,,
475000,Bartın,Merkez,Gecen,95779-516,Tarla,4149,,,,Hayır,,,129,621,
560000,KayserI,Hacılar,Akyazı,112363-148,BaG,1647,Uygun,MUstakIl Parsel,Hayır,Hayır,HACILAR,,128,15,
475000,DenIzlI,Baklan,GUrlUk,89583-361,Tarla,43325,,,,Evet,,,,,
750000,IzmIr,Bayraklı,OsmangazI,102123-5,Imarlı - Konut,316,Uygun,MUstakIl Parsel,,Hayır,BAYRAKLI,,,,
100000,Antalya,Alanya,Imamlı,104035-49,Tarla,12700,,,,Hayır,,,,,
1500000,Istanbul,Catalca,KabakCa,104769-65,Tarla,7900,,,,Hayır,,,,,
250000,Tokat,Merkez,BedestenlIoGlu,69407-234,Imarlı - Konut,456,Uygun,MUstakIl Parsel,Hayır,Hayır,tokat,,,,
98000,ManIsa,Soma,Istasyon,691819-255,Imarlı - Konut,310,,MUstakIl Parsel,Hayır,Hayır,,,,,
195000,GazIantep,SehItkamIl,AkCagOze,116474-7,BaG,5400,,MUstakIl Parsel,Evet,Evet,,,124,122,
245000,MuGla,MIlas,Koru,106277-591,ZeytInlIk,2485,Uygun,MUstakIl Parsel,Hayır,Hayır,,,,,
40000000,TekIrdaG,SUleymanpaSa,KOseIlyas,28324-234,Imarlı - Konut,79800,Uygun,MUstakIl Parsel,Hayır,Hayır,sUleymanpaSa,326,,,
205000,Antalya,DOSemealtı,Cıplaklı,42658-1281,Imarlı - Konut,365,Uygun,MUstakIl Parsel,Hayır,Hayır,DOSEMEALTI,,166,,
12000000,Bolu,Merkez,Hamzabey,9682-61,CIftlIk,29000,,,,Hayır,BOLU,,2,1,
7000000,Aydın,IncIrlIova,Sınırteke,114226-121,CIftlIk,6824,Uygun,MUstakIl Parsel,Hayır,Hayır,IncIrlIova,,252,1,20000
350000,MuGla,MenteSe,ZeytIn,61420-617,Imarlı - Konut,678,,,,Hayır,,,,,
175000,KocaelI,GOlcUk,DUzaGaC,76690-321,BaG,8392,Uygun,MUstakIl Parsel,,Hayır,GOlcUk,,,,
1320000,KUtahya,Merkez,SofCa,113002-134,Tarla,44054,BIlInmIyor,MUstakIl Parsel,Evet,Hayır,KUtahya,30,103,138,
145000,Bursa,GemlIk,HamIdIye,81102-176,Imarlı - Konut,104,Uygun,MUstakIl Parsel,Evet,Evet,GEMLIK,,1268,12,
310000,Bursa,OrhangazI,YenIkOy,106699-12,ZeytInlIk,6150,,,,Hayır,,,,,
150000,Konya,Karatay,Keykubat,100315-217,Imarlı - Konut,98,,,,Hayır,,,,,
35000000,Antalya,Aksu,KemeraGzı,4799-11408,TurIstIk Arsa,20000,,,,Hayır,,,,,
280000,TekIrdaG,SUleymanpaSa,Husunlu,81622-70,Tarla,11500,,MUstakIl Parsel,Evet,Hayır,,,,,
200000,Canakkale,LapsekI,GUrecI,66966-183,Tarla,4526,BIlInmIyor,MUstakIl Parsel,Hayır,Hayır,LAPSEKI,,224,72,
290000,Bursa,GemlIk,GenCalI,81102-78,ZeytInlIk,2283,Uygun,,,Hayır,GEMLIK,,0,1950,
180000,KırklarelI,Merkez,Kapaklı,16581-1533,Tarla,7454,Uygun,MUstakIl Parsel,Hayır,Hayır,KIRKLARELI,24,103,15,
2200000,Hatay,Arsuz,PIrInClIk,91702-17,Tarla,27000,,,,Evet,,,,,
990000,KayserI,Incesu,BahCesaray,117773-66,BaG,8394,Uygun,MUstakIl Parsel,Evet,Hayır,,,137,127,
295000,Kastamonu,Merkez,UmIt,3459-194,Tarla,2013,,,Evet,Evet,,,,,
675000,Ordu,Altınordu,Akyazı,116497-28,BahCe,325,,,,Hayır,,,,,
580000,Istanbul,SIlIvrI,MImar SInan,0-31267271,Imarlı - Konut,540,Uygun,MUstakIl Parsel,Hayır,Hayır,SILIVRI,,1230,3,1000
2600000,Adana,KaraIsalı,MurtCukuru,117052-97,Tarla,143000,,,,Hayır,,,,,
225000,BalıkesIr,Erdek,CeltIkCI,67925-1612,ZeytInlIk,1850,,MUstakIl Parsel,Hayır,Hayır,ERDEK,,,,
730000,Samsun,Terme,Cılar,119927-32,Tarla,22831,,,,Hayır,,,,,
990000,Bolu,Merkez,Camyayla,36137-820,Tarla,14000,,HIsselI Tapu,Hayır,Hayır,BOLU,,168,69,
850000,Antalya,Konyaaltı,Bahtılı,102429-377,BahCe,500,Uygun,HIsselI Tapu,Evet,Hayır,Konyaaltı,1700,20453,83,1000
199000,Bursa,Mudanya,Kaymakoba,120302-18,Tarla,2300,Uygun deGIl,MUstakIl Parsel,Evet,Hayır,,,,,
3250000,MuGla,Bodrum,BItez,68643-260,BahCe,3600,Uygun,MUstakIl Parsel,Hayır,Hayır,,,9842,55,
95000,MuGla,MenteSe,YerkesIk,107817-16,Tarla,5140,,,,Hayır,MenteSe,19,,,
210000,BalıkesIr,BurhanIye,BOrezlI,51689-561,Imarlı - Konut,482,Uygun,MUstakIl Parsel,Hayır,Hayır,BURHANIYE,,1,1,
60000,BalıkesIr,AltıeylUl,DereCIftlIk,95967-972,Tarla,2575,Uygun,MUstakIl Parsel,Hayır,Hayır,,,,756,
4650000,KahramanmaraS,OnIkISubat,SUleymanSah,7564-64,Imarlı - Konut,7750,Uygun,MUstakIl Parsel,Evet,Evet,ONIKI SUBAT,600,0,0,
1080000,Bursa,NIlUfer,BUyUkbalıklı,88001-379,Tarla,5955,,,,Hayır,NILUFER,,,,
60000000,BalıkesIr,Erdek,KarSıyaka,93646-276,Tarla,179000,Uygun deGIl,MUstakIl Parsel,Evet,Hayır,ERDEK,,,,
75000,IzmIr,Bergama,Camoba,84782-44,ZeytInlIk,4000,,,,Hayır,,,,,
3000000,Tokat,Merkez,CerCI,89213-237,Tarla,100000,Uygun,MUstakIl Parsel,Hayır,Hayır,,,,,
180000,Kırıkkale,Merkez,SanayI,77513-307,Imarlı - Konut,411,Uygun deGIl,MUstakIl Parsel,Hayır,Evet,KIRIKKALE,,0,0,
565000,Ankara,SIncan,Ucret,80634-594,Tarla,9425,,MUstakIl Parsel,Hayır,Hayır,SINCAN,60,,,
150000,Istanbul,Catalca,KaracakOy Merkez,119074-60,Tarla,400,Uygun deGIl,HIsselI Tapu,Hayır,Hayır,,,,883,
520000,Istanbul,ArnavutkOy,CIlIngIr,37082-9230,Tarla,497,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,ARNAVUTKOY,,,,
200000,Bursa,IznIk,SarıaGıl,112901-25,Tarla,22625,,MUstakIl Parsel,Evet,Hayır,IznIk,,,,
950000,MuGla,MenteSe,AkCaova,115910-6,Imarlı - TIcarI,1600,,,,Hayır,,,,,
95000,Antalya,KorkutelI,TaSkesIGI,118595-33,Tarla,1850,,,,Hayır,,,,,
200000,BalıkesIr,AltıeylUl,YakupkOy,114668-142,Tarla,2593,,,,Hayır,,,,,
1150000,Aydın,Efeler,Mesutlu,79589-64,CIftlIk,8180,Uygun,HIsselI Tapu,Evet,Hayır,,,,641,
250000,MuGla,MIlas,YaSyer,54899-2476,Tarla,6250,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,MILAS,,,,
2650000,MuGla,MenteSe,Kıran,100251-217,Tarla,3150,,,,Hayır,,,,,
11500000,MuGla,Bodrum,TUrkbUkU,39495-238,Imarlı - Konut,3117,Uygun,MUstakIl Parsel,Hayır,Hayır,BODRUM,,,,
750000,MuGla,MenteSe,Kıran,83568-2434,Tarla,2006,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,,373,399,2,
239700,ElazıG,Merkez,Ulu Kent,73302-86,Imarlı - Konut,255,BIlInmIyor,MUstakIl Parsel,Evet,Hayır,ELAZIG,940,,,1000
1400000,KarabUk,Safranbolu,YazıkOy,14442-127,Imarlı - Konut,5685,Uygun,MUstakIl Parsel,Evet,Hayır,,,460,1,
15000,Burdur,YeSIlova,DerekOy,117528-55,Tarla,2650,Uygun,MUstakIl Parsel,Evet,Evet,yeSIlova,,,1631,
90000,BalıkesIr,Bandırma,100. Yıl,7767-3669,Imarlı - Konut,155,Uygun,MUstakIl Parsel,Hayır,Hayır,Bandırma,,,,
75000,Bursa,Mudanya,MIrzaoba,109255-68,ZeytInlIk,579,Uygun,MUstakIl Parsel,Hayır,Hayır,mudanya,,,,
1500000,BalıkesIr,EdremIt,Narlı,119494-33,ZeytInlIk,16092,,MUstakIl Parsel,Hayır,Hayır,edremIt,,,,
565000,Malatya,YeSIlyurt,GUndUzbey,110592-135,Imarlı - Konut,945,,MUstakIl Parsel,,Hayır,,,,,
120000,TekIrdaG,SarkOy,IstIklal,118555-12,Imarlı - Konut,320,Uygun,MUstakIl Parsel,Evet,Evet,,,,,
610000,KayserI,Talas,EndUrlUk,95571-134,Tarla,5350,,,,Hayır,,,,,
817000,MuGla,Ortaca,FevzIye,119964-39,Imarlı - Konut,817,,MUstakIl Parsel,Hayır,Hayır,ORTACA,1000,122,130,
715000,Ankara,EtImesgut,FevzIye,86918-1663,Tarla,5563,,,,Hayır,etImesgut,,108,44,
2600000,Ankara,GOlbaSı,KızılcaSar,90329-132,Imarlı - Konut,3000,Uygun,MUstakIl Parsel,Hayır,Hayır,GOLBASI,,,,
39500,Ankara,Cubuk,KarataS,93630-388,Tarla,2748,,,,Hayır,CUBUK BELEDIYEDI,,,,
9500000,Ankara,EtImesgut,SehItalI,6675-7967,Imarlı - Konut,10002,Uygun,MUstakIl Parsel,Hayır,Hayır,,870,49112,6,
342000,Bursa,NIlUfer,AkCalar,692168-73,Tarla,2300,,,,Hayır,,,,,
65000,Canakkale,Can,Caltıkara,1421-461,MuhtelIf Arsa,730,,,,Hayır,,,,,
135000,BalıkesIr,Sındırgı,CavdaroGlu,119904-9,Imarlı - Konut,306,,,,Hayır,,,,,
1250000,Ankara,EtImesgut,FevzIye,4077-1936,Tarla,11907,Uygun,MUstakIl Parsel,Hayır,Hayır,ETIMESGUT,,,,
4700000,DenIzlI,Pamukkale,Topraklık,15359-10104,Imarlı - TIcarI,436,,,Hayır,Hayır,,,,,
360000,MersIn(ICel),Tarsus,KaradIrlIk,117052-148,Tarla,6000,,,,Hayır,,,,,
125000,Ankara,Mamak,KutludUGUn,113466-184,Imarlı - Konut,627,Uygun,MUstakIl Parsel,Hayır,Hayır,MAMAK,200,1,2,1000
150000,EdIrne,Merkez,Koca SInan,100797-285,Tarla,3171,,HIsselI Tapu,Hayır,Hayır,,,,,
1860000,Ankara,EtImesgut,Balıkuyumcu,60419-378,Tarla,12000,,,,Hayır,,,,,
880000,Antalya,Kumluca,KarSıyaka,62207-327,Tarla,24000,Uygun,MUstakIl Parsel,Evet,Hayır,Kumluca,35,0,0,
127000,Canakkale,BIga,BekIrlI,116658-19,Tarla,5500,,MUstakIl Parsel,Evet,Hayır,BIga,23000,,1206,
880000,IzmIr,CeSme,Musalla,4993-3115,Tarla,3935,Uygun,MUstakIl Parsel,,Hayır,CESME,,,,
220000,TekIrdaG,Saray,Yuvalı,116478-24,Tarla,7160,Uygun,MUstakIl Parsel,Evet,Hayır,SARAY,,,943,
260000,KocaelI,KaramUrsel,CamCukur,8508-1721,Imarlı - Konut,498,,,,Hayır,,,,,
2800000,Bartın,Merkez,Esenyurt,95779-364,MuhtelIf Arsa,10495,,,,Hayır,,,111,14,
460000,ManIsa,GOrdes,Bayat,78382-1296,Tarla,40000,,,,Hayır,,,,,
215000,Ordu,Unye,FevzI Cakmak,108991-113,Imarlı - Konut,200,,,,Hayır,,,,,
480000,SInop,Merkez,Korucuk,111874-231,Imarlı - Konut,387,Uygun,MUstakIl Parsel,Hayır,Hayır,SINOP,,,,
215000,Canakkale,EzIne,MahmudIye (AtatUrk),88682-450,Tarla,13000,Uygun,MUstakIl Parsel,Hayır,Hayır,,17,,,
680000,Antalya,KorkutelI,Leylek,21055-2021,Tarla,34000,Uygun,MUstakIl Parsel,,Hayır,KORKUTELI,,,,
1300000,KırklarelI,LUleburgaz,Turgutbey,117871-24,Tarla,15800,Uygun deGIl,MUstakIl Parsel,Hayır,Hayır,LULEBURGAZ,,,2213,10000
